transaction_id,sender_id,receiver_id,amount,timestamp,transaction_type,pattern_tag
TX0380,P142,P010,110051.8,2026-04-26 18:27:00,Wallet,background
TX0381,P077,P132,75747.47,2026-01-26 23:20:00,Bank Transfer,background
TX0382,P011,P058,140858.1,2026-02-20 09:09:00,Bank Transfer,background
TX0383,P088,P010,25153.2,2026-06-16 20:33:00,Wallet,background
TX0384,P063,P048,25037.69,2026-03-13 18:09:00,Bank Transfer,background
TX0385,P008,P085,40914.83,2026-01-14 08:10:00,Bank Transfer,background
TX0386,P037,P100,60842.36,2026-03-11 10:31:00,Wallet,background
TX0387,P018,P040,26699.47,2026-05-04 09:08:00,UPI,background
TX0388,P097,P082,104419.83,2026-01-14 18:33:00,Bank Transfer,background
TX0389,P147,P113,81449.14,2026-04-16 07:44:00,Bank Transfer,background
TX0390,P128,P025,103704.36,2026-05-10 16:21:00,Bank Transfer,background
TX0391,P050,P106,44050.01,2026-02-04 06:07:00,Bank Transfer,background
TX0392,P134,P110,42369.02,2026-05-01 02:11:00,Wallet,background
TX0393,P101,P012,61703.0,2026-02-14 10:49:00,Wallet,background
TX0394,P093,P144,149148.88,2026-05-19 05:39:00,UPI,background
TX0395,P090,P008,127487.68,2026-01-16 10:59:00,Wallet,background
TX0396,P138,P046,53703.94,2026-06-07 11:44:00,Wallet,background
TX0397,P015,P092,43754.4,2026-05-23 17:00:00,Bank Transfer,background
TX0398,P121,P120,144020.44,2026-01-28 09:21:00,Wallet,background
TX0399,P070,P066,91413.89,2026-02-19 03:40:00,Wallet,background
TX0400,P099,P053,3487.02,2026-02-21 10:08:00,Wallet,background
TX0401,P062,P082,21549.86,2026-02-07 17:17:00,UPI,background
TX0402,P132,P018,65323.94,2026-02-06 20:57:00,Wallet,background
TX0403,P054,P023,27596.04,2026-02-12 18:57:00,Bank Transfer,background
TX0404,P085,P018,12049.23,2026-04-19 22:20:00,UPI,background
TX0405,P083,P073,87140.93,2026-05-05 12:18:00,UPI,background
TX0406,P086,P092,138475.46,2026-04-03 06:19:00,Bank Transfer,background
TX0407,P101,P104,149354.17,2026-01-12 02:49:00,Wallet,background
TX0408,P073,P038,45462.85,2026-04-26 11:09:00,Bank Transfer,background
TX0409,P113,P100,120060.55,2026-06-15 18:22:00,Wallet,background
TX0410,P137,P114,29640.44,2026-04-16 10:35:00,UPI,background
TX0411,P005,P133,132283.71,2026-01-01 02:46:00,Bank Transfer,background
TX0412,P137,P128,30344.71,2026-02-07 12:33:00,UPI,background
TX0413,P024,P093,99236.13,2026-03-21 07:48:00,UPI,background
TX0414,P133,P071,65720.77,2026-02-18 07:37:00,Bank Transfer,background
TX0415,P144,P075,105276.41,2026-02-27 22:05:00,Wallet,background
TX0416,P116,P073,137342.7,2026-01-11 04:44:00,UPI,background
TX0417,P124,P106,120867.15,2026-05-24 12:12:00,Bank Transfer,background
TX0418,P109,P053,61532.47,2026-04-18 05:38:00,Bank Transfer,background
TX0419,P138,P078,88818.76,2026-02-08 22:50:00,Wallet,background
TX0420,P027,P084,33715.59,2026-03-25 06:32:00,Wallet,background
TX0421,P082,P097,29414.16,2026-01-10 14:08:00,Wallet,background
TX0422,P118,P007,136561.36,2026-04-08 09:47:00,Wallet,background
TX0423,P083,P023,111578.89,2026-06-07 20:59:00,Wallet,background
TX0424,P094,P107,42071.09,2026-02-19 02:46:00,Bank Transfer,background
TX0425,P031,P047,34402.95,2026-02-24 09:53:00,UPI,background
TX0426,P129,P034,55402.39,2026-05-18 06:04:00,Bank Transfer,background
TX0427,P004,P043,100767.98,2026-03-29 19:49:00,Bank Transfer,background
TX0428,P144,P089,113673.9,2026-06-07 16:10:00,Bank Transfer,background
TX0429,P102,P114,95882.29,2026-02-03 09:18:00,Wallet,background
TX0430,P062,P050,71913.21,2026-03-01 07:42:00,Wallet,background
TX0431,P050,P019,129507.34,2026-04-08 07:42:00,UPI,background
TX0432,P062,P084,41008.79,2026-01-02 01:39:00,UPI,background
TX0433,P075,P096,69640.59,2026-05-25 13:25:00,Bank Transfer,background
TX0434,P049,P123,41454.76,2026-02-11 16:52:00,Wallet,background
TX0435,P060,P018,56270.2,2026-05-06 02:02:00,UPI,background
TX0436,P094,P051,68697.71,2026-04-24 06:13:00,Wallet,background
TX0437,P084,P107,12047.67,2026-02-20 19:30:00,Bank Transfer,background
TX0438,P060,P132,24363.13,2026-02-03 14:19:00,Bank Transfer,background
TX0439,P054,P071,97721.88,2026-01-04 10:01:00,Bank Transfer,background
TX0440,P150,P057,103044.29,2026-01-24 18:37:00,UPI,background
TX0441,P031,P017,145101.21,2026-03-20 22:22:00,UPI,background
TX0442,P119,P111,83006.9,2026-04-05 18:55:00,UPI,background
TX0443,P135,P057,139847.28,2026-04-30 22:39:00,Wallet,background
TX0444,P083,P100,133008.77,2026-06-16 14:57:00,UPI,background
TX0445,P122,P126,98842.63,2026-02-10 07:36:00,Bank Transfer,background
TX0446,P013,P027,105151.65,2026-01-04 19:12:00,Wallet,background
TX0447,P076,P036,123481.47,2026-04-22 17:33:00,Bank Transfer,background
TX0448,P024,P009,115215.09,2026-06-19 08:42:00,Wallet,background
TX0449,P124,P104,98717.03,2026-02-20 04:57:00,Bank Transfer,background
TX0450,P084,P080,37668.69,2026-06-16 11:40:00,Wallet,background
TX0451,P014,P051,93200.96,2026-05-28 23:47:00,UPI,background
TX0452,P149,P026,49550.22,2026-05-14 08:58:00,Bank Transfer,background
TX0453,P096,P149,88349.58,2026-06-03 16:26:00,UPI,background
TX0454,P013,P127,64798.96,2026-05-28 22:13:00,UPI,background
TX0455,P079,P053,116052.3,2026-02-28 09:44:00,UPI,background
TX0456,P114,P051,84106.62,2026-06-15 13:42:00,Bank Transfer,background
TX0457,P128,P027,85873.58,2026-03-03 06:24:00,Bank Transfer,background
TX0458,P051,P148,148848.51,2026-03-28 00:31:00,Wallet,background
TX0459,P144,P011,67978.22,2026-03-20 21:37:00,Bank Transfer,background
TX0460,P087,P066,55255.92,2026-04-15 22:20:00,Bank Transfer,background
TX0461,P077,P072,57921.76,2026-06-08 05:47:00,UPI,background
TX0462,P142,P022,40543.99,2026-05-03 10:12:00,Bank Transfer,background
TX0463,P130,P064,4194.84,2026-02-13 19:30:00,Wallet,background
TX0464,P093,P123,125165.41,2026-05-01 17:32:00,Wallet,background
TX0465,P076,P047,76716.66,2026-03-17 15:09:00,UPI,background
TX0466,P139,P002,128125.68,2026-02-17 08:48:00,Bank Transfer,background
TX0467,P031,P054,23358.13,2026-05-01 04:43:00,Wallet,background
TX0468,P136,P004,103638.84,2026-05-24 03:07:00,Wallet,background
TX0469,P147,P135,108916.81,2026-06-14 08:16:00,Bank Transfer,background
TX0470,P049,P077,55491.49,2026-01-23 04:19:00,Wallet,background
TX0471,P005,P063,61419.16,2026-05-12 01:22:00,UPI,background
TX0472,P048,P084,5021.39,2026-02-15 04:56:00,UPI,background
TX0473,P007,P109,112352.09,2026-04-08 18:33:00,Bank Transfer,background
TX0474,P111,P137,63426.27,2026-05-06 03:03:00,UPI,background
TX0475,P021,P024,49291.24,2026-04-16 17:36:00,Wallet,background
TX0476,P079,P122,16658.67,2026-05-02 08:59:00,Bank Transfer,background
TX0477,P124,P019,138147.94,2026-04-20 09:03:00,Bank Transfer,background
TX0478,P029,P037,60243.52,2026-02-20 22:35:00,UPI,background
TX0479,P052,P081,126879.38,2026-02-07 01:51:00,UPI,background
TX0480,P062,P020,15269.97,2026-06-13 08:37:00,UPI,background
TX0481,P069,P018,18698.36,2026-03-31 19:31:00,UPI,background
TX0482,P015,P092,12434.22,2026-03-15 06:54:00,UPI,background
TX0483,P025,P011,126236.65,2026-01-15 18:30:00,Wallet,background
TX0484,P107,P095,44947.44,2026-02-09 17:56:00,Bank Transfer,background
TX0485,P149,P029,27049.45,2026-04-26 10:08:00,Wallet,background
TX0486,P133,P114,24426.88,2026-05-10 09:11:00,Bank Transfer,background
TX0487,P119,P052,84917.63,2026-01-01 02:28:00,Bank Transfer,background
TX0488,P079,P099,139040.15,2026-05-17 20:15:00,Wallet,background
TX0489,P089,P055,60810.02,2026-04-05 18:43:00,Bank Transfer,background
TX0490,P046,P003,91103.18,2026-05-19 06:00:00,Wallet,background
TX0491,P103,P140,10725.6,2026-02-28 12:34:00,Wallet,background
TX0492,P016,P053,125047.13,2026-03-13 04:23:00,UPI,background
TX0493,P009,P045,11823.21,2026-01-03 03:45:00,Wallet,background
TX0494,P005,P008,116433.48,2026-06-02 05:45:00,Bank Transfer,background
TX0495,P003,P103,86115.81,2026-05-10 18:39:00,Bank Transfer,background
TX0496,P105,P063,5751.28,2026-04-26 22:59:00,Wallet,background
TX0497,P029,P053,76396.53,2026-05-15 05:26:00,UPI,background
TX0498,P149,P014,90768.14,2026-04-18 09:39:00,Wallet,background
TX0499,P018,P099,28447.32,2026-04-26 19:51:00,Wallet,background
TX0500,P150,P027,90020.07,2026-02-24 00:11:00,UPI,background
TX0501,P109,P072,53113.31,2026-05-14 05:30:00,Bank Transfer,background
TX0502,P036,P041,146282.69,2026-02-20 11:11:00,Wallet,background
TX0503,P070,P131,94175.45,2026-05-24 01:35:00,Wallet,background
TX0504,P065,P023,122737.3,2026-06-24 23:35:00,Wallet,background
TX0505,P145,P104,90195.64,2026-03-15 15:40:00,Bank Transfer,background
TX0506,P143,P020,69644.43,2026-04-22 23:19:00,Bank Transfer,background
TX0507,P100,P081,93360.99,2026-03-06 07:58:00,UPI,background
TX0508,P146,P056,100503.94,2026-04-14 18:41:00,Bank Transfer,background
TX0509,P087,P062,130084.54,2026-03-19 07:41:00,Bank Transfer,background
TX0510,P079,P081,62543.97,2026-06-09 18:15:00,Bank Transfer,background
TX0511,P150,P020,50624.94,2026-03-14 07:44:00,UPI,background
TX0512,P100,P077,38046.52,2026-02-09 09:48:00,Bank Transfer,background
TX0513,P005,P096,32535.63,2026-01-26 07:21:00,Bank Transfer,background
TX0514,P076,P020,42635.55,2026-03-30 01:07:00,UPI,background
TX0515,P010,P040,66016.5,2026-02-26 17:22:00,Bank Transfer,background
TX0516,P124,P049,105422.05,2026-03-15 12:55:00,Bank Transfer,background
TX0517,P008,P062,24672.87,2026-01-05 10:33:00,UPI,background
TX0518,P107,P073,82999.88,2026-02-14 04:22:00,Wallet,background
TX0519,P083,P089,51872.74,2026-01-21 13:25:00,Bank Transfer,background
TX0520,P114,P027,32950.16,2026-06-05 08:30:00,Bank Transfer,background
TX0521,P030,P120,70155.19,2026-06-18 10:02:00,Wallet,background
TX0522,P093,P080,14225.09,2026-06-03 09:55:00,Bank Transfer,background
TX0523,P099,P024,98777.97,2026-02-21 13:17:00,Bank Transfer,background
TX0524,P148,P103,71467.55,2026-06-01 00:05:00,UPI,background
TX0525,P020,P018,149773.28,2026-03-20 04:42:00,UPI,background
TX0526,P010,P087,89165.49,2026-03-09 14:47:00,UPI,background
TX0527,P062,P020,41193.45,2026-06-13 11:26:00,UPI,background
TX0528,P014,P015,36412.99,2026-04-07 00:14:00,UPI,background
TX0529,P085,P061,29920.93,2026-02-11 14:56:00,Bank Transfer,background
TX0530,P017,P149,99044.11,2026-04-30 21:04:00,Wallet,background
TX0531,P087,P076,95789.94,2026-05-29 16:47:00,UPI,background
TX0532,P014,P147,16290.38,2026-01-04 21:08:00,Wallet,background
TX0533,P025,P102,31533.26,2026-04-03 05:55:00,Wallet,background
TX0534,P102,P013,109112.28,2026-03-18 11:37:00,Wallet,background
TX0535,P055,P041,80587.67,2026-05-05 11:27:00,Bank Transfer,background
TX0536,P101,P147,124002.14,2026-01-20 22:42:00,UPI,background
TX0537,P002,P106,127977.1,2026-02-04 10:45:00,UPI,background
TX0538,P069,P087,7860.6,2026-02-01 00:28:00,UPI,background
TX0539,P124,P072,21717.56,2026-06-22 10:02:00,UPI,background
TX0540,P083,P049,94931.52,2026-06-26 05:12:00,UPI,background
TX0541,P117,P120,95647.34,2026-01-26 21:54:00,Wallet,background
TX0542,P011,P043,42454.66,2026-05-04 07:44:00,Bank Transfer,background
TX0543,P093,P003,68328.41,2026-03-21 19:26:00,Wallet,background
TX0544,P131,P032,62377.86,2026-02-07 16:50:00,Wallet,background
TX0545,P064,P029,5512.71,2026-02-09 05:19:00,UPI,background
TX0546,P116,P136,4801.39,2026-01-31 08:23:00,UPI,background
TX0547,P135,P133,2438.39,2026-02-13 04:44:00,Bank Transfer,background
TX0548,P113,P105,6379.52,2026-04-12 20:13:00,UPI,background
TX0549,P148,P044,67057.45,2026-05-15 10:09:00,Wallet,background
TX0550,P004,P044,137828.64,2026-03-02 21:00:00,Wallet,background
TX0551,P079,P126,75358.34,2026-05-08 21:43:00,UPI,background
TX0552,P043,P109,113588.13,2026-04-29 11:05:00,Bank Transfer,background
TX0553,P107,P074,35457.11,2026-05-04 16:35:00,UPI,background
TX0554,P116,P062,144627.27,2026-03-11 09:46:00,UPI,background
TX0555,P081,P087,135801.96,2026-01-14 00:17:00,Wallet,background
TX0556,P117,P049,115929.53,2026-04-26 04:15:00,Wallet,background
TX0557,P148,P049,138878.98,2026-01-31 19:09:00,Bank Transfer,background
TX0558,P142,P002,81818.61,2026-01-12 03:45:00,Wallet,background
TX0559,P106,P047,89260.4,2026-05-15 17:19:00,Wallet,background
TX0560,P008,P074,112742.11,2026-05-21 07:33:00,Bank Transfer,background
TX0561,P041,P081,35813.84,2026-01-15 11:20:00,UPI,background
TX0562,P078,P021,36416.86,2026-03-11 03:38:00,Wallet,background
TX0563,P073,P130,66691.13,2026-03-21 09:36:00,Bank Transfer,background
TX0564,P055,P027,130564.13,2026-01-28 19:39:00,Bank Transfer,background
TX0565,P069,P091,88077.25,2026-02-13 11:52:00,UPI,background
TX0566,P143,P038,10113.73,2026-02-18 18:44:00,UPI,background
TX0567,P112,P033,28394.45,2026-05-10 12:29:00,Bank Transfer,background
TX0568,P093,P001,92312.59,2026-05-30 17:55:00,Wallet,background
TX0569,P128,P147,84256.78,2026-02-15 12:43:00,Bank Transfer,background
TX0570,P118,P076,124085.0,2026-02-28 11:28:00,Bank Transfer,background
TX0571,P069,P003,24481.62,2026-03-01 18:10:00,Wallet,background
TX0572,P141,P072,62870.43,2026-02-20 22:43:00,UPI,background
TX0573,P125,P120,6677.1,2026-03-28 15:16:00,Wallet,background
TX0574,P014,P150,79918.92,2026-03-12 07:35:00,Wallet,background
TX0575,P023,P054,49436.21,2026-02-14 14:29:00,Bank Transfer,background
TX0576,P124,P065,10806.24,2026-03-26 01:55:00,Bank Transfer,background
TX0577,P086,P003,125202.78,2026-01-29 12:24:00,Wallet,background
TX0578,P064,P117,82391.03,2026-01-09 08:45:00,Bank Transfer,background
TX0579,P038,P018,104060.23,2026-01-27 15:00:00,Wallet,background
TX0580,P147,P065,15234.53,2026-05-01 23:00:00,Bank Transfer,background
TX0581,P070,P078,41045.63,2026-06-03 15:50:00,UPI,background
TX0582,P094,P026,113465.71,2026-02-25 07:45:00,UPI,background
TX0583,P008,P106,109061.91,2026-02-04 22:30:00,UPI,background
TX0584,P002,P023,104888.46,2026-02-06 15:57:00,UPI,background
TX0585,P098,P139,20358.94,2026-03-27 20:55:00,Bank Transfer,background
TX0586,P097,P034,80507.39,2026-06-11 21:22:00,UPI,background
TX0587,P107,P116,140763.17,2026-06-21 15:16:00,UPI,background
TX0588,P108,P030,41778.37,2026-06-16 12:49:00,Wallet,background
TX0589,P043,P088,27318.97,2026-04-09 13:06:00,Bank Transfer,background
TX0590,P011,P048,100591.42,2026-05-08 01:57:00,Wallet,background
TX0591,P138,P080,33727.62,2026-03-15 02:07:00,Bank Transfer,background
TX0592,P030,P049,99101.09,2026-06-22 13:34:00,Wallet,background
TX0593,P120,P052,147032.77,2026-02-22 18:21:00,Bank Transfer,background
TX0594,P089,P093,65138.45,2026-04-02 08:37:00,Bank Transfer,background
TX0595,P119,P029,29091.45,2026-06-22 16:57:00,UPI,background
TX0596,P070,P106,23118.16,2026-04-11 23:35:00,UPI,background
TX0597,P065,P020,38400.92,2026-01-16 14:41:00,Bank Transfer,background
TX0598,P013,P034,148074.33,2026-02-27 15:55:00,Wallet,background
TX0599,P026,P007,20800.08,2026-03-25 11:07:00,Wallet,background
TX0600,P148,P081,19531.15,2026-06-02 13:54:00,Bank Transfer,background
TX0601,P121,P144,49573.43,2026-04-26 02:29:00,Wallet,background
TX0602,P132,P026,39443.4,2026-05-09 08:17:00,UPI,background
TX0603,P150,P061,105913.17,2026-02-06 06:12:00,Bank Transfer,background
TX0604,P139,P051,149902.92,2026-05-31 22:02:00,Wallet,background
TX0605,P109,P046,56004.19,2026-06-29 03:12:00,Bank Transfer,background
TX0606,P104,P062,130046.07,2026-03-22 23:36:00,Wallet,background
TX0607,P127,P040,1502.57,2026-03-24 06:30:00,UPI,background
TX0608,P078,P072,51392.29,2026-04-03 03:12:00,Wallet,background
TX0609,P088,P015,54585.92,2026-02-18 23:29:00,Wallet,background
TX0610,P084,P027,82700.16,2026-03-13 18:14:00,Wallet,background
TX0611,P065,P012,141389.24,2026-03-29 21:31:00,UPI,background
TX0612,P014,P117,67485.76,2026-05-21 08:52:00,UPI,background
TX0613,P070,P023,84423.84,2026-03-21 03:22:00,Wallet,background
TX0614,P067,P045,28641.71,2026-03-05 17:52:00,Wallet,background
TX0615,P078,P143,32579.59,2026-06-06 18:40:00,UPI,background
TX0616,P021,P118,50370.86,2026-06-11 16:07:00,UPI,background
TX0617,P003,P030,26303.77,2026-01-26 00:10:00,UPI,background
TX0618,P019,P114,100851.99,2026-03-27 01:03:00,Wallet,background
TX0619,P054,P074,14493.23,2026-05-13 17:12:00,UPI,background
TX0620,P133,P095,64779.51,2026-05-05 13:54:00,Wallet,background
TX0621,P103,P039,71310.81,2026-06-11 21:01:00,UPI,background
TX0622,P054,P127,101200.24,2026-05-07 19:18:00,Bank Transfer,background
TX0623,P108,P148,54200.72,2026-06-07 14:00:00,UPI,background
TX0624,P090,P051,9717.76,2026-03-28 19:54:00,Bank Transfer,background
TX0625,P006,P105,124588.78,2026-05-11 20:36:00,UPI,background
TX0626,P145,P102,141181.19,2026-04-10 11:16:00,UPI,background
TX0627,P014,P140,113739.26,2026-04-11 02:21:00,Wallet,background
TX0628,P077,P149,122069.89,2026-01-01 17:23:00,Wallet,background
TX0629,P037,P128,66593.26,2026-02-05 18:01:00,UPI,background
TX0630,P015,P094,124833.14,2026-02-09 17:38:00,UPI,background
TX0631,P145,P141,30209.31,2026-05-13 12:09:00,Wallet,background
TX0632,P044,P033,16901.73,2026-01-17 08:09:00,UPI,background
TX0633,P110,P082,9128.59,2026-02-09 05:06:00,Wallet,background
TX0634,P097,P091,90281.84,2026-02-12 00:09:00,UPI,background
TX0635,P102,P017,90945.75,2026-01-27 19:59:00,Wallet,background
TX0636,P133,P060,145164.55,2026-03-07 02:01:00,Bank Transfer,background
TX0637,P150,P023,20459.08,2026-02-16 13:28:00,Bank Transfer,background
TX0638,P028,P054,83122.77,2026-03-01 04:52:00,UPI,background
TX0639,P048,P096,74675.27,2026-01-03 14:40:00,UPI,background
TX0640,P148,P017,114271.5,2026-02-26 11:21:00,Bank Transfer,background
TX0641,P060,P089,106140.26,2026-04-09 18:29:00,UPI,background
TX0642,P032,P040,18661.32,2026-05-02 12:35:00,Bank Transfer,background
TX0643,P012,P002,99328.46,2026-04-17 06:38:00,Wallet,background
TX0644,P120,P099,10241.23,2026-02-16 17:06:00,Wallet,background
TX0645,P092,P008,70001.56,2026-01-12 15:17:00,Wallet,background
TX0646,P102,P020,7492.55,2026-03-11 12:50:00,UPI,background
TX0647,P071,P136,22736.11,2026-06-19 06:58:00,UPI,background
TX0648,P046,P074,123513.0,2026-05-24 08:17:00,Wallet,background
TX0649,P079,P036,128751.99,2026-01-10 20:58:00,Wallet,background
TX0650,P022,P031,133716.76,2026-03-29 00:49:00,Bank Transfer,background
TX0651,P026,P078,25581.27,2026-01-01 18:38:00,Bank Transfer,background
TX0652,P018,P130,124541.25,2026-01-07 16:50:00,UPI,background
TX0653,P051,P039,105259.96,2026-01-07 03:18:00,UPI,background
TX0654,P006,P089,60139.11,2026-03-01 03:13:00,UPI,background
TX0655,P121,P009,4854.23,2026-02-06 16:44:00,Wallet,background
TX0656,P055,P107,78036.92,2026-04-07 08:08:00,Bank Transfer,background
TX0657,P024,P039,24346.53,2026-01-28 21:15:00,Bank Transfer,background
TX0658,P103,P013,9416.62,2026-01-13 08:45:00,Bank Transfer,background
TX0659,P100,P129,122183.74,2026-06-02 22:10:00,Wallet,background
TX0660,P012,P077,2844.98,2026-05-31 08:29:00,UPI,background
TX0661,P141,P098,127680.48,2026-04-16 08:15:00,UPI,background
TX0662,P137,P015,29960.37,2026-02-25 09:00:00,Wallet,background
TX0663,P137,P036,62008.9,2026-04-08 08:23:00,Bank Transfer,background
TX0664,P081,P145,102058.35,2026-03-17 01:22:00,UPI,background
TX0665,P147,P121,142240.85,2026-06-09 13:14:00,Bank Transfer,background
TX0666,P105,P091,87506.92,2026-03-24 07:26:00,Wallet,background
TX0667,P023,P009,3625.98,2026-04-19 17:11:00,Wallet,background
TX0668,P049,P109,65360.68,2026-06-29 07:29:00,Wallet,background
TX0669,P001,P048,18920.15,2026-04-27 07:05:00,Wallet,background
TX0670,P142,P078,49127.79,2026-01-04 18:43:00,Wallet,background
TX0671,P053,P049,64604.75,2026-03-17 10:56:00,UPI,background
TX0672,P110,P086,23268.58,2026-05-02 15:21:00,Wallet,background
TX0673,P039,P134,6423.44,2026-01-25 01:31:00,UPI,background
TX0674,P127,P069,141293.8,2026-05-11 01:47:00,Wallet,background
TX0675,P040,P042,138191.21,2026-06-23 16:49:00,UPI,background
TX0676,P054,P010,94611.49,2026-05-05 07:28:00,Wallet,background
TX0677,P056,P095,54984.65,2026-03-16 03:28:00,Wallet,background
TX0678,P080,P113,99785.97,2026-03-05 01:13:00,UPI,background
TX0679,P086,P094,27718.39,2026-04-12 17:34:00,Bank Transfer,background
TX0680,P061,P047,50664.32,2026-03-15 04:01:00,Wallet,background
TX0681,P053,P024,128706.79,2026-01-19 22:28:00,Bank Transfer,background
TX0682,P030,P077,2706.82,2026-03-17 12:05:00,UPI,background
TX0683,P090,P118,82520.37,2026-04-24 05:55:00,Wallet,background
TX0684,P003,P099,147700.98,2026-03-03 06:23:00,UPI,background
TX0685,P044,P012,100590.45,2026-03-31 09:04:00,Wallet,background
TX0686,P005,P067,36308.84,2026-05-22 00:57:00,UPI,background
TX0687,P015,P141,41452.65,2026-04-26 15:32:00,UPI,background
TX0688,P113,P030,116558.89,2026-06-16 22:56:00,Wallet,background
TX0689,P070,P079,80438.67,2026-05-23 23:08:00,UPI,background
TX0690,P013,P057,51849.35,2026-03-21 09:50:00,Wallet,background
TX0691,P055,P033,114262.5,2026-04-20 10:13:00,Wallet,background
TX0692,P146,P089,81386.08,2026-04-16 19:32:00,Wallet,background
TX0693,P016,P121,61558.5,2026-06-19 06:23:00,UPI,background
TX0694,P095,P027,32555.77,2026-01-13 07:49:00,Wallet,background
TX0695,P065,P040,119269.73,2026-01-09 22:30:00,Bank Transfer,background
TX0696,P118,P142,85214.64,2026-05-15 11:47:00,Wallet,background
TX0697,P114,P012,55863.42,2026-03-28 18:19:00,Wallet,background
TX0698,P108,P076,137305.35,2026-01-19 19:25:00,UPI,background
TX0699,P125,P046,133644.54,2026-02-27 10:58:00,Wallet,background
TX0700,P079,P150,79463.27,2026-01-08 02:58:00,Wallet,background
TX0701,P011,P024,75000.0,2026-05-20 10:00:00,Bank Transfer,circular_pattern
TX0702,P024,P037,75000.0,2026-05-20 10:00:00,Bank Transfer,circular_pattern
TX0703,P037,P011,75000.0,2026-05-20 10:00:00,Bank Transfer,circular_pattern
TX0704,P004,P019,500000.0,2026-06-02 12:00:00,Bank Transfer,layering_pattern
TX0705,P019,P027,470000.0,2026-06-02 12:00:00,Bank Transfer,layering_pattern
TX0706,P027,P033,450000.0,2026-06-02 12:00:00,Bank Transfer,layering_pattern
