call_id,caller_id,receiver_id,timestamp,duration_sec,tower_location_id,pattern_tag
C0465,P144,P145,2026-04-23 13:28:00,122,L011,background
C0466,P084,P115,2026-02-19 04:48:00,51,L014,background
C0467,P074,P038,2026-05-03 11:51:00,64,L016,background
C0468,P134,P070,2026-03-16 21:45:00,88,L010,background
C0469,P003,P146,2026-02-25 11:21:00,263,L009,background
C0470,P150,P038,2026-06-16 17:16:00,79,L017,background
C0471,P029,P119,2026-05-20 13:44:00,26,L002,background
C0472,P062,P002,2026-05-11 02:29:00,60,L007,background
C0473,P101,P042,2026-02-19 18:29:00,98,L014,background
C0474,P035,P054,2026-01-03 09:31:00,40,L006,background
C0475,P001,P080,2026-02-12 06:59:00,135,L017,background
C0476,P069,P146,2026-06-01 01:16:00,50,L017,background
C0477,P103,P082,2026-06-04 23:29:00,130,L004,background
C0478,P051,P089,2026-06-05 05:56:00,47,L010,background
C0479,P033,P036,2026-02-28 17:53:00,47,L010,background
C0480,P046,P113,2026-06-16 00:02:00,37,L009,background
C0481,P063,P067,2026-06-14 17:09:00,281,L020,background
C0482,P011,P145,2026-05-06 06:08:00,42,L001,background
C0483,P008,P048,2026-03-03 13:50:00,222,L008,background
C0484,P044,P137,2026-03-24 07:25:00,143,L014,background
C0485,P129,P071,2026-02-06 19:40:00,28,L017,background
C0486,P065,P019,2026-06-08 11:38:00,81,L013,background
C0487,P050,P052,2026-03-17 21:09:00,61,L005,background
C0488,P040,P131,2026-02-20 08:49:00,25,L002,background
C0489,P029,P114,2026-06-11 14:32:00,149,L017,background
C0490,P065,P035,2026-01-30 05:53:00,242,L014,background
C0491,P146,P069,2026-01-20 22:34:00,75,L007,background
C0492,P128,P057,2026-06-12 16:35:00,157,L017,background
C0493,P081,P076,2026-03-24 14:35:00,123,L007,background
C0494,P088,P105,2026-06-23 20:09:00,48,L001,background
C0495,P088,P137,2026-05-27 00:49:00,49,L017,background
C0496,P057,P041,2026-05-29 00:53:00,49,L004,background
C0497,P074,P132,2026-01-01 12:01:00,42,L010,background
C0498,P094,P002,2026-02-07 08:20:00,160,L019,background
C0499,P005,P035,2026-03-21 00:15:00,154,L011,background
C0500,P149,P104,2026-05-14 04:49:00,93,L013,background
C0501,P014,P083,2026-06-22 13:41:00,90,L010,background
C0502,P132,P052,2026-05-03 16:34:00,32,L011,background
C0503,P075,P019,2026-06-26 01:26:00,23,L006,background
C0504,P110,P017,2026-03-20 13:42:00,51,L010,background
C0505,P140,P050,2026-05-04 09:42:00,167,L003,background
C0506,P020,P115,2026-01-21 21:59:00,149,L003,background
C0507,P076,P042,2026-02-03 00:22:00,40,L006,background
C0508,P023,P015,2026-02-27 22:33:00,48,L018,background
C0509,P007,P144,2026-01-04 22:15:00,96,L016,background
C0510,P088,P061,2026-04-07 21:50:00,75,L020,background
C0511,P057,P026,2026-01-08 22:23:00,93,L019,background
C0512,P093,P124,2026-03-15 23:12:00,139,L011,background
C0513,P037,P085,2026-06-29 03:54:00,23,L018,background
C0514,P037,P073,2026-01-04 03:30:00,64,L019,background
C0515,P013,P081,2026-03-01 14:26:00,91,L016,background
C0516,P110,P064,2026-06-24 22:52:00,185,L004,background
C0517,P124,P080,2026-05-20 09:25:00,87,L009,background
C0518,P109,P046,2026-04-14 09:36:00,97,L007,background
C0519,P101,P145,2026-01-10 21:48:00,49,L002,background
C0520,P120,P098,2026-04-29 22:28:00,202,L015,background
C0521,P038,P002,2026-06-21 20:02:00,18,L019,background
C0522,P143,P141,2026-01-29 16:35:00,70,L009,background
C0523,P150,P003,2026-01-09 16:58:00,154,L010,background
C0524,P052,P090,2026-03-20 15:34:00,57,L012,background
C0525,P090,P033,2026-06-02 05:07:00,58,L004,background
C0526,P027,P060,2026-01-30 08:26:00,45,L013,background
C0527,P019,P022,2026-01-23 04:04:00,34,L020,background
C0528,P032,P012,2026-06-23 12:59:00,96,L003,background
C0529,P096,P077,2026-02-23 10:47:00,84,L001,background
C0530,P068,P069,2026-02-26 21:23:00,76,L010,background
C0531,P117,P126,2026-04-09 18:12:00,100,L019,background
C0532,P105,P003,2026-04-13 10:43:00,45,L015,background
C0533,P132,P024,2026-05-29 19:52:00,17,L009,background
C0534,P081,P025,2026-06-13 03:10:00,67,L017,background
C0535,P100,P070,2026-02-08 00:04:00,28,L005,background
C0536,P045,P003,2026-01-31 22:35:00,54,L008,background
C0537,P108,P134,2026-02-08 17:50:00,22,L010,background
C0538,P002,P092,2026-01-23 00:00:00,63,L007,background
C0539,P051,P028,2026-03-01 01:43:00,43,L002,background
C0540,P064,P139,2026-03-24 21:39:00,322,L011,background
C0541,P024,P149,2026-04-28 11:53:00,403,L009,background
C0542,P027,P067,2026-06-09 01:22:00,213,L008,background
C0543,P063,P030,2026-06-11 02:34:00,48,L012,background
C0544,P044,P113,2026-01-28 16:56:00,55,L018,background
C0545,P030,P101,2026-01-22 21:51:00,56,L007,background
C0546,P086,P085,2026-02-20 13:13:00,27,L010,background
C0547,P150,P009,2026-06-20 16:20:00,43,L014,background
C0548,P086,P090,2026-04-15 18:08:00,64,L007,background
C0549,P019,P105,2026-06-25 21:44:00,95,L014,background
C0550,P144,P133,2026-01-18 03:51:00,106,L020,background
C0551,P036,P093,2026-03-03 18:57:00,91,L008,background
C0552,P138,P099,2026-02-14 00:56:00,63,L003,background
C0553,P078,P086,2026-04-17 15:33:00,68,L018,background
C0554,P011,P060,2026-04-17 02:43:00,60,L008,background
C0555,P082,P135,2026-01-10 04:20:00,31,L014,background
C0556,P125,P022,2026-05-05 09:11:00,31,L013,background
C0557,P020,P093,2026-02-17 06:56:00,116,L019,background
C0558,P094,P089,2026-06-25 05:54:00,76,L009,background
C0559,P009,P114,2026-06-28 14:03:00,657,L016,background
C0560,P054,P101,2026-06-09 00:43:00,13,L004,background
C0561,P016,P091,2026-06-13 16:03:00,89,L015,background
C0562,P027,P116,2026-04-26 05:13:00,196,L011,background
C0563,P009,P054,2026-02-13 14:02:00,44,L016,background
C0564,P148,P047,2026-03-30 17:52:00,64,L014,background
C0565,P015,P088,2026-04-01 22:57:00,58,L007,background
C0566,P016,P020,2026-05-18 22:40:00,48,L006,background
C0567,P105,P040,2026-01-01 08:53:00,126,L002,background
C0568,P001,P039,2026-06-17 17:46:00,176,L015,background
C0569,P140,P020,2026-03-06 08:53:00,45,L010,background
C0570,P096,P018,2026-04-04 08:50:00,68,L008,background
C0571,P093,P050,2026-03-25 15:04:00,71,L008,background
C0572,P096,P138,2026-02-08 03:48:00,145,L008,background
C0573,P038,P118,2026-01-23 04:39:00,44,L011,background
C0574,P074,P025,2026-04-13 20:27:00,49,L010,background
C0575,P052,P105,2026-01-16 03:34:00,59,L011,background
C0576,P033,P080,2026-04-08 10:57:00,58,L019,background
C0577,P082,P119,2026-03-26 09:21:00,62,L018,background
C0578,P047,P008,2026-01-03 22:49:00,329,L005,background
C0579,P040,P135,2026-06-12 07:24:00,154,L008,background
C0580,P082,P057,2026-06-26 04:24:00,27,L001,background
C0581,P106,P123,2026-04-15 22:53:00,192,L004,background
C0582,P132,P041,2026-02-08 14:57:00,65,L007,background
C0583,P038,P113,2026-04-30 17:51:00,91,L013,background
C0584,P041,P028,2026-05-04 17:28:00,79,L004,background
C0585,P027,P107,2026-05-17 08:30:00,179,L003,background
C0586,P068,P051,2026-01-09 21:39:00,146,L004,background
C0587,P120,P145,2026-05-20 12:31:00,41,L011,background
C0588,P080,P088,2026-04-02 09:37:00,116,L015,background
C0589,P062,P022,2026-06-22 00:36:00,52,L004,background
C0590,P009,P039,2026-06-12 18:17:00,36,L014,background
C0591,P009,P136,2026-06-25 14:48:00,39,L001,background
C0592,P114,P136,2026-02-17 20:25:00,102,L020,background
C0593,P145,P140,2026-03-23 03:25:00,223,L002,background
C0594,P035,P139,2026-04-01 04:21:00,124,L015,background
C0595,P027,P131,2026-02-10 11:51:00,97,L019,background
C0596,P101,P095,2026-05-02 02:49:00,98,L002,background
C0597,P101,P071,2026-01-15 11:12:00,49,L020,background
C0598,P014,P109,2026-04-03 00:28:00,100,L003,background
C0599,P088,P062,2026-06-29 21:41:00,26,L018,background
C0600,P072,P123,2026-02-23 12:12:00,45,L017,background
C0601,P065,P057,2026-03-05 22:37:00,29,L016,background
C0602,P050,P033,2026-04-14 00:34:00,73,L018,background
C0603,P041,P035,2026-03-27 17:00:00,45,L019,background
C0604,P141,P061,2026-02-21 01:50:00,58,L019,background
C0605,P101,P043,2026-04-30 17:52:00,54,L005,background
C0606,P118,P091,2026-05-28 00:28:00,19,L013,background
C0607,P135,P068,2026-02-12 20:11:00,62,L019,background
C0608,P102,P100,2026-04-16 01:57:00,48,L006,background
C0609,P092,P086,2026-02-27 21:29:00,82,L011,background
C0610,P144,P113,2026-05-13 18:16:00,59,L020,background
C0611,P033,P146,2026-01-15 05:28:00,80,L002,background
C0612,P141,P020,2026-06-14 06:45:00,150,L008,background
C0613,P084,P024,2026-02-04 18:49:00,99,L002,background
C0614,P037,P090,2026-06-25 22:40:00,426,L002,background
C0615,P062,P034,2026-04-01 21:59:00,78,L020,background
C0616,P022,P015,2026-02-27 12:52:00,101,L008,background
C0617,P096,P028,2026-04-27 05:04:00,151,L010,background
C0618,P097,P102,2026-05-04 22:07:00,61,L007,background
C0619,P011,P077,2026-02-11 11:21:00,42,L001,background
C0620,P093,P095,2026-03-14 00:12:00,77,L003,background
C0621,P092,P052,2026-05-29 21:46:00,137,L019,background
C0622,P132,P049,2026-03-27 03:03:00,16,L014,background
C0623,P125,P041,2026-06-18 12:31:00,65,L020,background
C0624,P106,P135,2026-03-27 11:52:00,47,L003,background
C0625,P147,P091,2026-04-21 03:34:00,33,L014,background
C0626,P077,P014,2026-06-06 07:54:00,121,L001,background
C0627,P100,P123,2026-02-10 17:01:00,73,L019,background
C0628,P030,P108,2026-01-23 14:34:00,29,L012,background
C0629,P144,P074,2026-05-16 10:38:00,22,L015,background
C0630,P120,P028,2026-05-29 17:44:00,64,L005,background
C0631,P107,P129,2026-04-17 16:44:00,107,L009,background
C0632,P100,P045,2026-05-28 15:24:00,20,L015,background
C0633,P096,P055,2026-04-25 20:59:00,170,L019,background
C0634,P137,P043,2026-05-05 08:53:00,149,L019,background
C0635,P043,P142,2026-01-21 15:36:00,43,L007,background
C0636,P129,P140,2026-04-18 01:26:00,138,L011,background
C0637,P113,P001,2026-01-25 22:59:00,279,L009,background
C0638,P104,P034,2026-05-31 02:53:00,49,L012,background
C0639,P099,P015,2026-04-08 09:43:00,189,L008,background
C0640,P016,P010,2026-01-02 20:06:00,70,L008,background
C0641,P049,P068,2026-03-27 00:36:00,31,L019,background
C0642,P049,P097,2026-03-21 08:32:00,72,L014,background
C0643,P016,P086,2026-05-03 23:45:00,110,L001,background
C0644,P044,P058,2026-06-06 17:27:00,60,L010,background
C0645,P122,P050,2026-05-02 19:24:00,65,L007,background
C0646,P133,P023,2026-02-17 06:34:00,110,L018,background
C0647,P039,P015,2026-05-19 19:57:00,152,L019,background
C0648,P121,P002,2026-05-29 15:17:00,18,L013,background
C0649,P027,P046,2026-01-29 11:43:00,258,L017,background
C0650,P011,P047,2026-01-08 04:25:00,111,L014,background
C0651,P142,P088,2026-02-01 18:36:00,38,L011,background
C0652,P023,P029,2026-05-22 23:08:00,32,L008,background
C0653,P147,P099,2026-04-20 05:00:00,36,L020,background
C0654,P076,P134,2026-04-09 09:19:00,66,L007,background
C0655,P117,P076,2026-02-16 07:04:00,79,L014,background
C0656,P074,P053,2026-04-09 00:28:00,157,L016,background
C0657,P109,P080,2026-04-20 05:02:00,57,L005,background
C0658,P024,P097,2026-01-30 02:10:00,73,L019,background
C0659,P140,P059,2026-05-25 03:39:00,181,L005,background
C0660,P050,P112,2026-02-18 04:53:00,80,L020,background
C0661,P138,P131,2026-04-07 08:25:00,45,L005,background
C0662,P031,P038,2026-04-01 17:59:00,331,L012,background
C0663,P055,P114,2026-06-25 16:35:00,117,L005,background
C0664,P064,P013,2026-01-03 23:19:00,70,L011,background
C0665,P108,P011,2026-04-21 07:02:00,174,L006,background
C0666,P001,P021,2026-02-04 17:09:00,36,L010,background
C0667,P098,P073,2026-02-19 18:20:00,106,L001,background
C0668,P091,P060,2026-05-21 15:13:00,79,L020,background
C0669,P024,P100,2026-06-22 05:02:00,156,L014,background
C0670,P118,P028,2026-05-19 15:30:00,48,L009,background
C0671,P145,P071,2026-05-14 14:33:00,267,L018,background
C0672,P044,P130,2026-05-09 17:54:00,69,L010,background
C0673,P136,P063,2026-05-28 12:50:00,26,L001,background
C0674,P027,P108,2026-05-05 13:18:00,132,L008,background
C0675,P060,P029,2026-05-02 18:55:00,57,L006,background
C0676,P087,P010,2026-01-14 14:57:00,143,L003,background
C0677,P085,P024,2026-05-07 08:46:00,83,L014,background
C0678,P051,P046,2026-01-05 16:00:00,58,L004,background
C0679,P048,P104,2026-05-13 16:22:00,175,L016,background
C0680,P074,P095,2026-06-01 23:34:00,40,L020,background
C0681,P036,P090,2026-02-22 16:03:00,254,L006,background
C0682,P031,P063,2026-01-15 12:08:00,32,L015,background
C0683,P126,P119,2026-06-28 14:41:00,54,L010,background
C0684,P072,P025,2026-03-06 04:41:00,88,L019,background
C0685,P065,P106,2026-04-12 16:22:00,65,L006,background
C0686,P127,P054,2026-01-10 06:53:00,233,L019,background
C0687,P043,P103,2026-03-20 08:17:00,60,L020,background
C0688,P089,P036,2026-06-04 15:50:00,117,L017,background
C0689,P097,P099,2026-06-19 15:33:00,451,L006,background
C0690,P052,P062,2026-06-28 23:57:00,354,L006,background
C0691,P084,P056,2026-03-24 03:34:00,99,L007,background
C0692,P128,P049,2026-05-27 03:25:00,101,L002,background
C0693,P042,P139,2026-06-05 05:31:00,153,L013,background
C0694,P130,P076,2026-03-13 22:05:00,96,L017,background
C0695,P014,P075,2026-01-24 02:40:00,49,L004,background
C0696,P136,P132,2026-05-23 00:08:00,48,L016,background
C0697,P096,P076,2026-04-20 16:00:00,22,L016,background
C0698,P141,P126,2026-03-05 04:37:00,74,L013,background
C0699,P033,P017,2026-04-29 15:29:00,107,L010,background
C0700,P134,P101,2026-03-10 13:55:00,80,L005,background
C0701,P121,P044,2026-06-22 17:03:00,42,L016,background
C0702,P022,P008,2026-06-01 07:26:00,75,L011,background
C0703,P150,P029,2026-05-26 07:02:00,68,L020,background
C0704,P043,P102,2026-01-30 11:26:00,72,L017,background
C0705,P094,P010,2026-03-01 19:30:00,87,L008,background
C0706,P078,P084,2026-02-06 05:47:00,12,L013,background
C0707,P074,P130,2026-03-13 22:57:00,106,L019,background
C0708,P147,P150,2026-02-05 22:56:00,156,L020,background
C0709,P106,P070,2026-03-20 10:43:00,22,L014,background
C0710,P126,P146,2026-04-18 14:29:00,445,L001,background
C0711,P026,P122,2026-06-20 23:55:00,69,L007,background
C0712,P073,P114,2026-02-02 10:36:00,116,L013,background
C0713,P148,P043,2026-01-26 19:21:00,137,L003,background
C0714,P114,P054,2026-01-04 19:43:00,47,L011,background
C0715,P091,P028,2026-02-14 06:28:00,37,L008,background
C0716,P038,P125,2026-05-15 10:02:00,237,L007,background
C0717,P042,P017,2026-05-14 22:22:00,47,L011,background
C0718,P058,P102,2026-04-08 13:16:00,29,L015,background
C0719,P111,P037,2026-03-06 07:45:00,16,L009,background
C0720,P077,P027,2026-04-01 08:59:00,92,L016,background
C0721,P014,P001,2026-04-06 10:43:00,135,L008,background
C0722,P029,P072,2026-04-19 15:17:00,34,L005,background
C0723,P144,P106,2026-04-01 19:55:00,147,L002,background
C0724,P116,P017,2026-06-05 05:54:00,24,L019,background
C0725,P034,P106,2026-06-22 06:44:00,38,L004,background
C0726,P022,P146,2026-04-06 11:34:00,119,L012,background
C0727,P140,P137,2026-05-12 14:49:00,313,L010,background
C0728,P073,P102,2026-02-23 23:06:00,100,L020,background
C0729,P042,P011,2026-01-08 06:35:00,211,L011,background
C0730,P090,P006,2026-01-27 19:59:00,58,L008,background
C0731,P143,P011,2026-04-20 09:41:00,262,L014,background
C0732,P120,P104,2026-05-16 19:40:00,109,L008,background
C0733,P066,P040,2026-05-25 03:55:00,78,L016,background
C0734,P094,P017,2026-05-02 00:20:00,27,L006,background
C0735,P061,P094,2026-04-16 06:11:00,281,L011,background
C0736,P062,P027,2026-05-25 19:29:00,48,L006,background
C0737,P101,P013,2026-01-02 21:28:00,31,L004,background
C0738,P089,P003,2026-05-05 09:37:00,74,L003,background
C0739,P031,P030,2026-03-02 20:27:00,49,L010,background
C0740,P064,P068,2026-06-02 22:32:00,63,L002,background
C0741,P055,P048,2026-04-29 11:58:00,36,L017,background
C0742,P131,P042,2026-06-16 21:22:00,59,L017,background
C0743,P051,P057,2026-05-06 14:13:00,155,L020,background
C0744,P088,P103,2026-01-12 09:52:00,68,L007,background
C0745,P009,P049,2026-01-27 02:07:00,51,L011,background
C0746,P125,P028,2026-05-24 21:04:00,104,L010,background
C0747,P101,P112,2026-03-31 08:32:00,83,L020,background
C0748,P088,P060,2026-02-15 08:21:00,250,L011,background
C0749,P085,P033,2026-06-14 16:44:00,39,L010,background
C0750,P079,P002,2026-06-02 03:49:00,119,L017,background
C0751,P105,P029,2026-03-24 11:28:00,166,L004,background
C0752,P065,P119,2026-04-25 21:08:00,46,L014,background
C0753,P024,P089,2026-01-09 22:29:00,146,L018,background
C0754,P026,P009,2026-05-07 12:53:00,130,L009,background
C0755,P044,P118,2026-03-31 00:31:00,32,L013,background
C0756,P099,P114,2026-01-15 20:39:00,75,L008,background
C0757,P115,P132,2026-04-28 18:36:00,39,L018,background
C0758,P106,P142,2026-04-01 03:52:00,57,L020,background
C0759,P020,P076,2026-02-10 00:35:00,153,L015,background
C0760,P127,P037,2026-03-14 00:39:00,17,L018,background
C0761,P060,P123,2026-01-12 09:33:00,72,L018,background
C0762,P147,P061,2026-03-13 08:09:00,23,L010,background
C0763,P083,P103,2026-03-04 13:59:00,76,L015,background
C0764,P058,P131,2026-01-21 11:11:00,89,L001,background
C0765,P039,P050,2026-05-30 04:36:00,34,L013,background
C0766,P058,P019,2026-06-08 12:15:00,97,L004,background
C0767,P122,P086,2026-02-20 15:37:00,66,L004,background
C0768,P001,P010,2026-04-11 19:58:00,86,L016,background
C0769,P016,P069,2026-06-09 06:21:00,122,L010,background
C0770,P018,P123,2026-04-21 14:35:00,202,L006,background
C0771,P147,P135,2026-03-23 03:30:00,37,L003,background
C0772,P146,P132,2026-01-28 18:01:00,40,L004,background
C0773,P101,P046,2026-03-21 01:27:00,196,L006,background
C0774,P008,P120,2026-05-19 08:12:00,64,L005,background
C0775,P068,P002,2026-02-04 02:05:00,16,L004,background
C0776,P131,P130,2026-04-18 18:09:00,81,L006,background
C0777,P119,P027,2026-05-23 22:22:00,55,L002,background
C0778,P013,P104,2026-05-22 21:18:00,262,L014,background
C0779,P070,P035,2026-03-23 21:29:00,235,L012,background
C0780,P135,P003,2026-03-15 01:15:00,149,L001,background
C0781,P010,P051,2026-03-09 04:16:00,94,L013,background
C0782,P019,P141,2026-05-30 00:08:00,24,L018,background
C0783,P034,P079,2026-04-01 22:12:00,217,L010,background
C0784,P109,P130,2026-06-28 00:59:00,157,L019,background
C0785,P076,P038,2026-01-30 10:58:00,30,L004,background
C0786,P054,P019,2026-05-11 04:37:00,81,L013,background
C0787,P015,P104,2026-05-18 03:08:00,104,L015,background
C0788,P046,P029,2026-06-22 00:20:00,118,L014,background
C0789,P143,P025,2026-03-11 08:39:00,142,L004,background
C0790,P010,P112,2026-01-12 02:56:00,72,L007,background
C0791,P079,P077,2026-03-18 17:46:00,221,L004,background
C0792,P147,P101,2026-05-20 17:57:00,79,L007,background
C0793,P011,P015,2026-03-12 02:26:00,53,L010,background
C0794,P014,P081,2026-06-12 03:23:00,57,L015,background
C0795,P023,P014,2026-02-18 19:06:00,78,L019,background
C0796,P014,P022,2026-03-11 08:24:00,57,L017,background
C0797,P016,P088,2026-03-21 23:59:00,53,L007,background
C0798,P059,P099,2026-03-03 05:18:00,170,L015,background
C0799,P083,P031,2026-01-04 15:31:00,54,L009,background
C0800,P021,P141,2026-01-11 14:51:00,101,L004,background
C0801,P054,P110,2026-04-28 17:37:00,56,L020,background
C0802,P006,P072,2026-04-30 14:49:00,29,L017,background
C0803,P053,P028,2026-02-10 13:33:00,158,L003,background
C0804,P134,P148,2026-04-28 02:29:00,167,L019,background
C0805,P063,P060,2026-01-02 01:18:00,50,L019,background
C0806,P035,P076,2026-03-12 03:06:00,201,L014,background
C0807,P067,P043,2026-01-11 13:16:00,59,L007,background
C0808,P139,P036,2026-05-03 08:44:00,165,L012,background
C0809,P001,P075,2026-03-28 10:16:00,60,L011,background
C0810,P111,P091,2026-04-26 07:01:00,60,L001,background
C0811,P073,P147,2026-05-20 19:31:00,69,L009,background
C0812,P147,P074,2026-06-09 21:36:00,40,L010,background
C0813,P010,P149,2026-04-17 17:38:00,120,L007,background
C0814,P093,P021,2026-02-26 12:35:00,178,L006,background
C0815,P010,P150,2026-06-15 16:35:00,125,L001,background
C0816,P105,P077,2026-05-20 00:26:00,33,L016,background
C0817,P046,P135,2026-05-04 05:52:00,41,L008,background
C0818,P134,P104,2026-01-11 18:49:00,78,L016,background
C0819,P123,P126,2026-04-08 14:23:00,136,L013,background
C0820,P089,P050,2026-03-12 04:19:00,205,L010,background
C0821,P106,P054,2026-06-10 07:40:00,60,L020,background
C0822,P028,P115,2026-06-13 20:28:00,86,L011,background
C0823,P079,P118,2026-05-10 20:58:00,146,L013,background
C0824,P002,P034,2026-05-19 16:10:00,29,L007,background
C0825,P135,P047,2026-02-10 14:28:00,168,L005,background
C0826,P146,P039,2026-03-20 10:04:00,349,L016,background
C0827,P140,P031,2026-05-08 09:12:00,179,L020,background
C0828,P083,P086,2026-02-03 10:10:00,53,L003,background
C0829,P044,P059,2026-06-17 11:34:00,160,L004,background
C0830,P066,P012,2026-01-07 02:35:00,47,L014,background
C0831,P010,P088,2026-02-17 12:55:00,175,L006,background
C0832,P071,P007,2026-01-29 17:21:00,184,L002,background
C0833,P110,P034,2026-01-22 04:48:00,71,L018,background
C0834,P078,P123,2026-01-19 04:29:00,46,L009,background
C0835,P090,P068,2026-04-07 00:49:00,35,L014,background
C0836,P130,P068,2026-05-04 22:27:00,22,L017,background
C0837,P137,P126,2026-02-14 09:23:00,45,L016,background
C0838,P064,P005,2026-02-05 23:32:00,167,L012,background
C0839,P105,P004,2026-02-02 04:26:00,82,L015,background
C0840,P071,P139,2026-06-17 19:16:00,43,L018,background
C0841,P097,P110,2026-02-14 21:40:00,22,L002,background
C0842,P073,P113,2026-02-23 11:18:00,62,L012,background
C0843,P074,P062,2026-04-27 20:37:00,23,L009,background
C0844,P111,P095,2026-03-11 06:42:00,147,L011,background
C0845,P063,P042,2026-05-13 06:18:00,67,L009,background
C0846,P141,P085,2026-06-11 16:59:00,65,L006,background
C0847,P053,P077,2026-03-09 17:27:00,83,L018,background
C0848,P035,P105,2026-02-26 12:39:00,66,L015,background
C0849,P107,P097,2026-03-12 02:19:00,121,L017,background
C0850,P134,P126,2026-01-05 09:13:00,623,L013,background
C0851,P143,P089,2026-03-23 08:03:00,356,L007,background
C0852,P112,P045,2026-05-01 22:55:00,221,L011,background
C0853,P072,P048,2026-06-05 20:32:00,37,L011,background
C0854,P003,P109,2026-05-15 23:00:00,144,L019,background
C0855,P130,P141,2026-04-10 14:42:00,29,L006,background
C0856,P122,P129,2026-06-19 20:48:00,84,L012,background
C0857,P109,P056,2026-05-04 05:11:00,344,L010,background
C0858,P012,P124,2026-03-21 01:35:00,63,L019,background
C0859,P006,P088,2026-04-29 12:59:00,92,L019,background
C0860,P035,P067,2026-05-08 02:41:00,38,L018,background
C0861,P088,P022,2026-05-03 12:37:00,110,L013,background
C0862,P066,P074,2026-06-18 16:18:00,42,L019,background
C0863,P099,P064,2026-06-17 13:50:00,34,L002,background
C0864,P019,P056,2026-04-10 18:30:00,182,L008,background
C0865,P054,P009,2026-04-01 13:34:00,236,L007,background
C0866,P018,P114,2026-03-06 16:23:00,136,L003,background
C0867,P113,P114,2026-01-29 12:56:00,97,L019,background
C0868,P059,P115,2026-04-17 00:37:00,235,L006,background
C0869,P038,P046,2026-06-23 01:33:00,37,L010,background
C0870,P047,P071,2026-05-30 17:55:00,118,L003,background
C0871,P051,P025,2026-05-12 20:44:00,299,L011,background
C0872,P120,P073,2026-05-05 04:29:00,49,L010,background
C0873,P038,P074,2026-06-07 18:23:00,72,L003,background
C0874,P081,P105,2026-05-03 04:41:00,66,L003,background
C0875,P150,P115,2026-05-18 12:38:00,63,L006,background
C0876,P004,P075,2026-06-18 12:19:00,241,L007,background
C0877,P122,P138,2026-02-28 11:44:00,96,L009,background
C0878,P019,P063,2026-06-26 11:19:00,109,L002,background
C0879,P005,P088,2026-02-14 06:52:00,44,L020,background
C0880,P070,P036,2026-01-18 01:39:00,40,L019,background
C0881,P019,P114,2026-01-25 16:54:00,48,L007,background
C0882,P090,P110,2026-06-27 16:33:00,65,L012,background
C0883,P072,P061,2026-02-12 13:43:00,52,L001,background
C0884,P045,P104,2026-01-18 10:08:00,156,L001,background
C0885,P050,P076,2026-01-17 11:36:00,73,L008,background
C0886,P113,P021,2026-04-03 23:59:00,88,L003,background
C0887,P044,P046,2026-02-18 04:31:00,242,L012,background
C0888,P021,P120,2026-04-21 05:23:00,99,L010,background
C0889,P136,P147,2026-03-17 23:11:00,38,L016,background
C0890,P131,P098,2026-06-04 18:09:00,72,L015,background
C0891,P145,P080,2026-06-02 18:50:00,323,L009,background
C0892,P083,P150,2026-04-22 03:33:00,117,L016,background
C0893,P012,P014,2026-04-11 17:07:00,32,L003,background
C0894,P002,P001,2026-03-10 05:29:00,111,L001,background
C0895,P052,P121,2026-02-02 18:31:00,182,L013,background
C0896,P106,P021,2026-02-11 15:50:00,79,L017,background
C0897,P005,P093,2026-01-27 11:47:00,160,L002,background
C0898,P125,P121,2026-02-17 02:31:00,46,L001,background
C0899,P131,P044,2026-06-18 06:25:00,169,L008,background
C0900,P130,P007,2026-02-10 12:47:00,170,L002,background
C0901,P017,P087,2026-05-28 13:09:00,51,L012,background
C0902,P060,P102,2026-01-22 10:16:00,36,L006,background
C0903,P059,P121,2026-04-15 07:50:00,52,L010,background
C0904,P143,P004,2026-05-11 23:03:00,155,L014,background
C0905,P091,P069,2026-03-28 03:21:00,55,L009,background
C0906,P087,P009,2026-04-16 00:23:00,75,L011,background
C0907,P089,P099,2026-04-19 06:54:00,60,L018,background
C0908,P040,P139,2026-01-28 12:43:00,45,L007,background
C0909,P080,P093,2026-01-08 14:11:00,71,L019,background
C0910,P054,P026,2026-04-04 07:10:00,52,L009,background
C0911,P041,P140,2026-02-03 01:13:00,373,L011,background
C0912,P034,P119,2026-05-17 19:00:00,24,L009,background
C0913,P007,P085,2026-04-01 15:04:00,27,L016,background
C0914,P045,P093,2026-01-19 12:16:00,60,L009,background
C0915,P052,P025,2026-02-22 10:19:00,96,L014,background
C0916,P117,P066,2026-03-04 00:28:00,52,L004,background
C0917,P150,P105,2026-02-03 20:50:00,48,L014,background
C0918,P123,P106,2026-05-25 15:51:00,38,L003,background
C0919,P014,P099,2026-02-19 01:00:00,73,L005,background
C0920,P065,P071,2026-01-18 11:51:00,35,L015,background
C0921,P075,P122,2026-03-19 13:03:00,72,L016,background
C0922,P069,P057,2026-02-17 13:29:00,23,L010,background
C0923,P107,P076,2026-06-02 05:38:00,126,L003,background
C0924,P081,P064,2026-01-14 09:39:00,619,L012,background
C0925,P052,P136,2026-02-25 17:49:00,87,L002,background
C0926,P046,P019,2026-05-20 00:48:00,101,L019,background
C0927,P061,P121,2026-01-05 11:11:00,52,L002,background
C0928,P022,P026,2026-06-13 02:41:00,16,L007,background
C0929,P074,P002,2026-04-10 04:43:00,19,L019,background
